IDENT_DIV,IDENT_SUFX_CD,xlisting,DEPARTMENT,CRS_TITLE,credit,CRS_DESCRIPTION,FORMAT,FINALEXAMSTATUS,PREREQS,CR_RESTRICT,AC,AL,BS,HS,IS,PV,PS,SS,RCA,RCB,pubHealthMaj
ARCH,110AC,,Architecture,The Social and Cultural Basis of Design,4,"This course focuses on the significance of the physical environment for citizens and future design professionals. This course is an introduction to the field of human-environment studies, taught from an American Cultures perspective. Its objectives include: 1) being able to use the concepts in person-environment relations, 2) understanding how these concepts vary by subculture, primarily Anglo-, Hispanic-, and Chinese-American, 3) learning to use the methodological skills needed to conduct architectural programming and evaluation research, 4) thinking critically about the values embedded in design and the consequences for people, their behavior, and feelings. ", Three hours of lecture/forum and one and one-half hours of discussion per week. ,Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ART,C23AC,"GWS C23AC,",Practice of Art,Foundations of American Cyber-Culture,4,"This course will enable students to think critically about, and engage in practical experiments in, the complex interactions between new media and perceptions and performances of embodiment, agency, citizenship, collective action, individual identity, time, and spatiality. We will pay particular attention to the categories of personhood that make up the UC Berkeley American cultures rubric (race and ethnicity), as well as to gender, nation, and disability. The argument threading through the course will be the ways in which new media both reinforce preexisting social hierarchies and yet offer possibilities for the transcendence of those very categories. The new media--and we will leave the precise definition of the new media as something to be argued about over the course of the semester--can be yet another means for dividing and disenfranchising, and can be the conduit of violence and transnational dominance. ", Six hours of lecture/studio per week. ,Y,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ART,23AC,,Practice of Art,Foundations of American Cyber-Culture,4,"This new course will enable students to think critically about, and engage in practical experiments in, the complex interactions between new media and perceptions and performances of embodiment, agency, citizenship, collective action, individual identity, time and spatiality. We will pay particular attention to the categories of personhood that make up the UC Berkeley American Cultures rubric (race and ethnicity), as well as to gender, nation, and disability. The argument threading through the course will be the ways in which new media both reinforce pre-existing social hierarchies, and yet offer possibilities for the transcendence of those very categories. The new media -- and we will leave the precise definition of the new media as something to be argued about over the course of the semester -- can be yet another means for dividing and disenfranchising, and can be the conduit of violence and transnational dominance. ", Sixteen hours of lecture/studio per week for six weeks. Eleven hours oSix hours of lecture/studio per week. f lecture/studio per week for eight weeks. Nine hours of lecture/studio per week for ten weeks. ,Y,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEMOG,145AC,"HISTORY C139B,",Demography,The American Immigrant Experience,4,"The history of the United States is the history of migration. The course covers the evolution of the American population from about 20,000 BC with the goal of understanding the interdependent roles of history and demography. As an American cultures class, special attention is given to the experiences of 18th- and 19th-century African and European immigrants and 20th- and 21st-century Asian and Latin American immigrants. Two substantial laboratory assignments; facility with a spreadsheet program is assumed. "," Three hours of lecture, one hour of self-paced laboratory and one hour of optional discussion section per week. ",Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EDUC,N140,,Education,Literacy: Individual and Societal Development,4,"This course combines theory and practice in the study of literacy and development, while simultaneously introducing students to socio-cultural educational theory and research. This research perspicaciously and critically analyzes extant literature on literacy teaching and learning. This literature will be examined in practice through participation in tutoring and technology-oriented summer programs. In addition, this course satisfies the American Cultures requirement and will contribute to understanding of race, cultures, and ethnicity in the United States. We will develop a view of literacy, not as a neutral skill, but as embedded within culture and as depending for its meaning and its practice upon social institutions and conditions. In addition to lecture, students are to participate in field work hours. "," Eight hours of lecture/discussion per week for six weeks, and seven hours of fieldwork per week for six weeks. ",N,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENGLISH,S135,,English,Literature of American Cultures,3,"Study of the ethnic diversity of American literature. The course will take substantial account of the literature of three or more of the following groups: African Americans, Native Americans, Asian Americans, Chicanos/Latinos, and European Americans. Topics vary from semester to semester. Topic for this summer: Theorizing Children's Literature in American Cultures. ",Four hours of Lecture per week for 8 weeks.,N,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EPS,170AC,"L & S 170AC,",Earth and Planetary Science,Crossroads of Earth Resources and Society,4,"Intersection of geological processes with American cultures in the past, present, and future. Overview of ethnogeology including traditional knowledge of sources and uses of earth materials and their cultural influences today. Scientific approach to study of tectonic controls on the genesis and global distribution of energy fuels, metals, and industrial minerals. Evolution and diversity of opinion in attitudes about resource development, environmental management, and conservation on public, private, and tribal lands. Impending crisis in renewable energy and the imperative of resource literacy. "," Three hours of lecture and one hour of discussion per week, plus two-day field trip. ",Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ETH STD,11AC,,Ethnic Studies,Theories and Concepts in Comparative Ethnic Studies An Introduction,4,"This explores the work of key theorists of race, ethnicity, and de-colonization whose work and ideas have formed the basis of scholarly work in the broad, interdisciplinary field of comparative ethnic studies. It is intended both to offer beginning students a ground in the ideas and methods they will encounter throughout their major, and to introduce names, texts, and concepts with which all majors should be familiar. This course satisfies the American cultures requirement. ",Three hours of Lecture and  One hour of Discussion per week for 15 weeks.  Seven and one-half hours of Lecture and  Two and one-half hours of Discussion per week for 6 weeks.,Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GWS,C23AC,"GWS C23AC,",Practice of Art,Foundations of American Cyber-Culture,4,"This course will enable students to think critically about, and engage in practical experiments in, the complex interactions between new media and perceptions and performances of embodiment, agency, citizenship, collective action, individual identity, time, and spatiality. We will pay particular attention to the categories of personhood that make up the UC Berkeley American cultures rubric (race and ethnicity), as well as to gender, nation, and disability. The argument threading through the course will be the ways in which new media both reinforce preexisting social hierarchies and yet offer possibilities for the transcendence of those very categories. The new media--and we will leave the precise definition of the new media as something to be argued about over the course of the semester--can be yet another means for dividing and disenfranchising, and can be the conduit of violence and transnational dominance. ", Six hours of lecture/studio per week. ,Y,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HISTORY,C139B,"HISTORY C139B,",Demography,The American Immigrant Experience,4,"The history of the United States is the history of migration. The course covers the evolution of the American population from about 20,000 BC with the goal of understanding the interdependent roles of history and demography. As an American cultures class, special attention is given to the experiences of 18th- and 19th-century African and European immigrants and 20th- and 21st-century Asian and Latin American immigrants. Two substantial laboratory assignments; facility with a spreadsheet program is assumed. "," Three hours of lecture, one hour of self-paced laboratory and one hour of optional discussion section per week. ",Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IDS,100AC,,Interdepartmental Studies,Technology and the American Experience,4,"The history of technology in America and the place of technology in the experience, philosophy, and culture of different American groups. The technological practices and attitudes of Native Americans and of European Americans before 1700. Technological clashes, transfers, and dialogues between different American cultures. Technology and the republic and pastoral ideals. The relationship of slavery and technology. The industrial and agricultural revolutions: winners and losers. Immigration and technological progress in the 20th century. Digital technology and the global village. Sponsoring departments: Engineering Interdisciplinary Studies and History. ",Three hours of Lecture and  One hour of Discussion per week for 15 weeks.,Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
L & S,170AC,"L & S 170AC,",Earth and Planetary Science,Crossroads of Earth Resources and Society,4,"Intersection of geological processes with American cultures in the past, present, and future. Overview of ethnogeology including traditional knowledge of sources and uses of earth materials and their cultural influences today. Scientific approach to study of tectonic controls on the genesis and global distribution of energy fuels, metals, and industrial minerals. Evolution and diversity of opinion in attitudes about resource development, environmental management, and conservation on public, private, and tribal lands. Impending crisis in renewable energy and the imperative of resource literacy. "," Three hours of lecture and one hour of discussion per week, plus two-day field trip. ",Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
NWMEDIA,150AC,,New Media,New Media and American Cultures,4,This course studies the influence of new media on various cultures in the U.S. and/or the influence of American cultures on new media. Topics vary by semester. Check current Schedule of Classes or Berkeley Center for New Media web site for current course offerings (bcnm.berkeley.edu). , Seven to nine hours of lecture/discussion per week for six weeks. FiveThree to four hours of lecture/discussion per week.  to seven hours of lecture/discussion per week for eight weeks. Four to six hours of lecture/discussion per week for ten weeks. ,Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PB HLTH,130AC,,Public Health,"Aging, Health, and Diversity",3,"The goal of this seminar is to provide a critical examination of aging and health from a broad, multicultural perspective. Political economy and life course perspectives will be among the key theoretical frameworks used to examine how race, class, culture, gender, and sexual orientation interact to help shape and determine the health and well-being of the elderly and their access to and use of health care. Key programs and policies for the elderly will be examined in sociohistorical perspective with attention to their salience in a multicultural society. The course will be offered at the undergraduate (upper division) level to meet the American Cultures requirement, but is also open to graduate students and will serve as an elective for the new Multicultural Health Specialty Area in the School of Public Health. ",Three hours of Lecture per week for 15 weeks.,Y,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RHETOR,129AC,,Rhetoric,Autobiography and American Individualism,4,"Rhetorical analysis of autobiographical discourse in American cultures, with special attention to the ideology of individualism. ",Three hours of Lecture per week for 15 weeks.  Four and one-half hours of Lecture per week for 10 weeks.  Six hours of Lecture per week for 8 weeks.  Seven and one-half hours of Lecture per week for 6 weeks.,Y,Upper division standing. ,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RHETOR,141AC,,Rhetoric,American Cultures as a Problem of Postmodernity,4,"Drawing on fiction and philosophy, this course explores the nature of political, ethical, and aesthetic judgment in the absence of an agreed-upon decision-making procedure, testing the relevance of postmodern theory to American cultures. ",Three hours of Lecture per week for 15 weeks.  Four and one-half hours of Lecture per week for 10 weeks.  Five and one-half hours of Lecture per week for 8 weeks.  Seven and one-half hours of Lecture per week for 6 weeks.,Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RHETOR,139AC,,Rhetoric,Autobiography and American Individualism,4,"Rhetorical analysis of autobiographical discourse in American cultures, with special attention to the ideology of individualism. ",Three hours of Lecture per week for 15 weeks.  Four and one-half hours of Lecture per week for 10 weeks.  Six hours of Lecture per week for 8 weeks.  Seven and one-half hours of Lecture per week for 6 weeks.,Y,Upper division standing. ,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOCIOL,190AC,,Sociology,Seminar and Research in Sociology: American Cultures,4,"Advanced study in sociology, with specific topics that satisfy the American Cultures requirement, e.g., immigration, to be announced at the beginning of each semester. ",Two hours of Seminar per week for 15 weeks.,Y,"1, 3, 3AC, or consent of instructor. ",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOCIOL,125AC,,Sociology,Urban Sociology,4,"This course begins with an overview of urban sociology. Then it focuses on three issues through experiences of three American cultures in three American cities: rural-to-urban immigration in the case of Jewish Americans in New York; residential patterns in the case of African Americans in Chicago; and the economic restructuring of cities in the case of Mexican Americans in Los Angeles. The third section will look at three particular topics that are defined by the intersection of ethnicity and urban space: urban politics, urban crime, and suburbanization.",Three hours of Lecture and  Two hours of Discussion per week for 15 weeks.,Y,1 or 3 or 3AC or consent of instructor. ,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
SPANISH,113,,Spanish,Topics in Latin American Culture,3,"The purpose of this course is to explore the roots of Latin American cultures, the region's search for identity, and some of the main problems it faces today. We will study great social movements, like the Mexican and Cuban revolutions, and analyze their causes and consequences and, especially, their expression in art (e.g. the muralist movement in Mexico, the ""corridos"" and the narrative of the Mexican revolution, etc.). ",Three hours of Lecture per week for 15 weeks.,Y,25 or equivalent. ,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SPANISH,135AC,,Spanish,American Cultures Special Topics,3,Special topics in American cultures. ,Three hours of Lecture per week for 15 weeks.,Y,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AFRICAM,156AC,,African American Studies,Poetry for the People: Introduction to the Art of Poetry,4,"A large lecture/discussion class which introduces students to poetry as culture, history, criticism, politics, and practice. Focusing comparatively on poetry from three American racial/ethnic groups, this course requires students to learn both the technical structure of various forms of poetry as well as the world views which inform specific poetic traditions. The groups and traditions vary from semester to semester. This course satisfies the Arts and Literature breadth requirement. ", Ten hours of lecture/discussion per week for six weeks. ,N,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AFRICAM,4A,,African American Studies,Africa: History and Culture,4,"Emphasis on pre-colonial social, cultural, political, and economic structures; introduction to art, literature, oral traditions, and belief systems. ",Three hours of Lecture and  One hour of Discussion per week for 15 weeks.  Seven and one-half hours of Lecture and  Two and one-half hours of Discussion per week for 6 weeks.,Y,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AFRICAM,301,,African American Studies,Critical Pedagogy: Instructor Training,4,"The seminar provides a systemic approach to theories and practices of critical pedagogy at the university level. Examines the arts of teaching and learning and current disciplinary and cross-disciplinary issues in African and diaspora studies. Participation two hours per week as practicum in 39, ""Introduction to the University: African American Perspectives"" is mandatory. The course is required for students expecting to serve as graduate student instructors in the department. ", Two hours of seminar and two hours of practicum per week. ,N,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AFRICAM,126,,African American Studies,African American Women's History,4,"The objective of this course is to examine substantive issues in the African American female experience from colonial times to the present. The dominant themes of this course include family, work, community, sexuality, and individual and collective activism. Particular attention will be paid to the interplay between race, class, and gender in American society. Assigned readings consist of an introduction to the scholarly secondary literature on African American women's history. Lectures and discussions will examine the readings in context. Videos will augment the lectures and discussions. ",Three hours of Lecture per week for 15 weeks.,Y,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AFRICAM,158A,,African American Studies,Poetry for the People: The Writing and Teaching of Poetry,4,"The focus of this course is on the writing of poetry, and students undertake an intensive study of both the techniques of poetry and the social and cultural context of specific poetic traditions. Students must ""imitate"" the poems they study, write critical papers comparing poetic traditions, and complete an original manuscript of new poems. In addition, they must produce an on-campus poetry reading and are required to teach for five to seven weeks at one of the assigned Poetry for the People venues. This course satisfies the Arts and Literature breadth requirement. ","  Four hours of seminar per week, plus community workshop teaching. ",N,156AC plus consent of instructor. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ART,165,,Practice of Art,"Art, Medicine, and Disabilities",4,"This course will examine how visual artists have responded to illness and disability. We will consider visual representations of disability and healing, as well as the expressive work of visual artists working from within the personal experience of disability; in other words, we will look at disability as both a subject and a source of artistic creation. Several topics, historical and contemporary, will be explored. Students will complete either a semester-long internship with an arts and disability organization, a research paper, or a creative project. ", Seven and one-half hours of lecture and 15 hours of studio and/or supeThree hours of lecture and six hours of studio and/or supervised researvised research and/or internship per week for six weeks. rch and/or internship per week. ,Y,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ART,185,,Practice of Art,Senior Projects/Professional Practices,4,"This course provides students with a foundation for understanding their work within a cross-disciplinary critical context. Through class and individual critique, readings, guest artists, and field trips, students will explore the practical and conceptual components of their own media and practice within a broader discussion of artistic production. In addition to this focused attention on the critique process, the class with address the ongoing needs of supporting one's work within a community of artists, arts professionals, and arts organizations. Each student will work towards developing the most effective tools for communicating their work to these broader audiences using strategies that are appropriate/effective for their ideas, media, and audience. ", Three hours of lecture and three hours of studio critique per week. ,N,Senior level students only. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASAMST,122,,Asian American Studies,Japanese American History,4,"This course will be presented as a proseminar with selected topics in order to give students an opportunity to participate in the dynamics of the study of Japanese American history. Topics include immigration, anti-Japanese racism, labor, concentration camps, agriculture, art and literature, and personality and culture. ",Three hours of Lecture and  Zero to One hour of Discussion per week for 15 weeks.,Y,20A or equivalent. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASAMST,R2A,,Asian American Studies,Reading and Composition,4,"Through the study of the literary, political, social and psychological dimensions of representative works of Asian American literature, this course introduces students to close textual analysis, fosters critical judgment, and reinforces academic writing skills. Satisfies the first half of the Reading and Composition requirement. ",Three hours of Lecture and  One hour of Discussion per week for 15 weeks.  Six hours of Lecture and  Two hours of Discussion per week for 8 weeks.  Seven and one-half hours of Lecture and  Two and one-half hours of Discussion per week for 6 weeks.,N,"1, UC Entry Level Writing Requirement or equivalent. ",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ASAMST,172,,Asian American Studies,Asian American Literature,4,Introduces students to representative works of Asian American literature by writers from the major ethnic subgroups; examines the works in their sociohistorical context; analyzes thematic and formal elements intertextually to form a coherent understanding of the Asian American literary tradition. ,Three hours of Lecture and  Zero to One hour of Discussion per week for 15 weeks.  Five and one-half hours of Lecture and  Two hours of Discussion per week for 8 weeks.  Seven and one-half hours of Lecture and  Zero to Two and one-half hours of Discussion per week for 6 weeks.,Y,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLASSIC,10A,,Classics,Introduction to Greek Civilization,4,"Study of the major developments, achievements, and contradictions in Greek culture from the Bronze Age to the 4th century BCE. Key works of literature, history, and philosophy (read in English translation) will be examined in their political and social context, and in relation both to other ancient Mediterranean cultures and to subsequent developments in Western civilization. ",Three hours of Lecture and  One hour of Discussion per week for 15 weeks.  Eight hours of Lecture and  Two hours of Discussion per week for 6 weeks.,Y,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENGLISH,30B,,English,American Literature,4,An introductory survey of American literature. Since 1865. ,Three hours of Lecture per week for 15 weeks.,Y,,"Offered for 4 units in fall and in spring, 3 units in summer. ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENGLISH,139,,English,The Cultures of English,4,"Literatures of various regions in which English is one of the spoken languages, such as Canada, the Caribbean, Australia, Africa, India; and the writings of specific groups or distinctive cultures in the English-speaking world, including the U.S. and the British Isles. Topics vary from semester to semester. Students should consult the department's ""Announcement of Classes"" for current offerings well before the start of the semester. ", Three hours of lecture/seminar per week. ,Y,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEOG,120,,Geography,The Cultures of Cities,4,"We will look first at the role that cites--as economic units and cultural centers--played in the development of capitalism in the 19th century. A series of case studies, including Paris, Vienna, London, New York, and Chicago, will ground discussions about industry and finance, architecture and literature, and consciousness and cultural identity. >From here we will proceed thematically, to cover the major post-war issues of the automobile and suburbia; race relations, public housing, and the ghetto; and downtown redevelopment and gentrification. ",Three hours of Lecture per week for 15 weeks.,Y,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HISTART,185A,,History of Art,American Art (1800-Present),4,"Looking at major developments in architecture, decorative arts, photography, and painting from Romanticism to post-modernism, this course addresses art and its social context over the last two centuries in what is now the United States. Issues include patronage, audience, technology, and the education of the artist as well as style and cultural expression. Field trips. ",Three hours of Lecture and  One hour of Discussion per week for 15 weeks.  Seven and one-half hours of Lecture and  Two and one-half hours of Discussion per week for 6 weeks.,Y,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHILOS,21X,,Philosophy,Philosophy of Biology,4,"Are living things simply complex machines? Many philosophers and biologists think that they are, for to think otherwise seems to fly in the face of recent scientific advances and threatens to reintroduce into biology unscientific notions like ""spirit"" and ""vital force"". This course takes seriously the position that life can not be reduced to chemical and physical processes. We will also study ways this question affects our understanding of the freedom of the will, the relation of the mind to the body, and ""evolutionary"" explanations of gender differences. ",Six hours of Lecture and  Four hours of Discussion per week for 6 weeks.,Y,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
PHILOS,22X,,Philosophy,The Self and the World,4,"What sort of thing am I? And what is my relation to others, and to the world in general? We will consider versions of these questions, as they are asked and answered in a variety of classical and contemporary philosophical texts: what can we know about the world? Is the skeptic right to answer: nothing? What is it in the nature of minds (and bodies) which makes knowledge seem so problematic? How are minds and bodies related to those things which have them: persons? And how does this bear on the question of the meaning of life? ",Six hours of Lecture and  Four hours of Discussion per week for 6 weeks.,Y,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PHILOS,23X,,Philosophy,Philosophy and Medicine,4,"We will consider the following questions: Is medicine a science? What are its aims? How are the central concepts of ""health"" and ""disease"" defined? What is meant by the charge that there is an ""overmedication of everyday life"" in our society and is that charge justified? What is ""medical reductionism"" and what are its limits? What are the assumptions behind ""specialistic"" and holistic""approaches to medicine and which of these two approaches serves better the aims of medicine? What is the proper place of medicine in the social, legal, and moral contexts? ",Six hours of Lecture and  Two hours of Discussion per week for 6 weeks.,Y,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PHILOS,24X,,Philosophy,Social Justice,4,"This course will examine the values underlying different visions of a just society. Freedom, equal opportunity, and community are considered important, for example, but there is little agreement on how theses values should be realized. The course will consider various perspectives on these values and their practical implications. Special attention will be devoted to the role of the government in economic affairs, equal educational opportunities, and nationalism. ",Six hours of Lecture and  Three and one-half hours of Discussion per week for 6 weeks.,Y,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
POL SCI,2,,Political Science,Introduction to Comparative Politics,4,"This course deals with the basic problems and processes that all political systems face and examines their particular expression in Western, Communist, and Third World settings. ", Three hours of lecture and one or two hours of discussion per week. ,Y,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
